objectid,palika,district,palika_name,gn_type,province_code,district_code,mun_code,lu_cbs_code,hlcit_id,admin2pcode,indicators,value,Fulltitle,Abstract,Category,Year
,Barju Gaunpalika,SUNSARI,Barju,Gaunpalika,1,6,61,11312,524 1 06 4 006,NP0106406,acc_t_f_n_s,20,Toilet Facility not stated,,Accessibility to toilet,
,Koshi Tappu Wildlife Reserve Wildlife Reserve,SUNSARI,Koshi Tappu Wildlife Reserve,Wildlife Reserve,1,6,72,99979,524 1 06 5 995,NP0106595,acc_t_f_n_s,0,Toilet Facility not stated,,Accessibility to toilet,
,Mahalaxmi Nagarpalika,DHANKUTA,Mahalaxmi,Nagarpalika,1,7,77,10701,524 1 07 3 001,NP0107301,acc_t_f_n_s,12,Toilet Facility not stated,,Accessibility to toilet,
,Pakhribas Nagarpalika,DHANKUTA,Pakhribas,Nagarpalika,1,7,78,10702,524 1 07 3 002,NP0107302,acc_t_f_n_s,9,Toilet Facility not stated,,Accessibility to toilet,
,Dhankuta Nagarpalika,DHANKUTA,Dhankuta,Nagarpalika,1,7,75,10704,524 1 07 3 003,NP0107303,acc_t_f_n_s,34,Toilet Facility not stated,,Accessibility to toilet,
,Khalsa Chhintang Shahidbhumi Gaunpalika,DHANKUTA,Khalsa Chhintang Shahidbhumi,Gaunpalika,1,7,76,10705,524 1 07 4 001,NP0107401,acc_t_f_n_s,3,Toilet Facility not stated,,Accessibility to toilet,
,Chhathar Jorpati Gaunpalika,DHANKUTA,Chhathar Jorpati,Gaunpalika,1,7,74,10703,524 1 07 4 002,NP0107402,acc_t_f_n_s,11,Toilet Facility not stated,,Accessibility to toilet,
,Sangurigadhi Gaunpalika,DHANKUTA,Sangurigadhi,Gaunpalika,1,7,79,10706,524 1 07 4 003,NP0107403,acc_t_f_n_s,11,Toilet Facility not stated,,Accessibility to toilet,
,Chaubise Gaunpalika,DHANKUTA,Chaubise,Gaunpalika,1,7,73,10707,524 1 07 4 004,NP0107404,acc_t_f_n_s,10,Toilet Facility not stated,,Accessibility to toilet,
,Laligurans Nagarpalika,TERHATHUM,Laligurans,Nagarpalika,1,8,82,10805,524 1 08 3 001,NP0108301,acc_t_f_n_s,10,Toilet Facility not stated,,Accessibility to toilet,
,Myanglung Nagarpalika,TERHATHUM,Myanglung,Nagarpalika,1,8,84,10804,524 1 08 3 002,NP0108302,acc_t_f_n_s,8,Toilet Facility not stated,,Accessibility to toilet,
,Menchayam Gaunpalika,TERHATHUM,Menchayam,Gaunpalika,1,8,83,10803,524 1 08 4 001,NP0108401,acc_t_f_n_s,6,Toilet Facility not stated,,Accessibility to toilet,
,Phedap Gaunpalika,TERHATHUM,Phedap,Gaunpalika,1,8,85,10802,524 1 08 4 002,NP0108402,acc_t_f_n_s,14,Toilet Facility not stated,,Accessibility to toilet,
,Aathrai Gaunpalika,TERHATHUM,Aathrai,Gaunpalika,1,8,80,10801,524 1 08 4 003,NP0108403,acc_t_f_n_s,21,Toilet Facility not stated,,Accessibility to toilet,
,Chhathar Gaunpalika,TERHATHUM,Chhathar,Gaunpalika,1,8,81,10806,524 1 08 4 004,NP0108404,acc_t_f_n_s,14,Toilet Facility not stated,,Accessibility to toilet,
,Khandbari Nagarpalika,SANKHUWASABHA,Khandbari,Nagarpalika,1,9,90,10206,524 1 09 3 001,NP0109301,acc_t_f_n_s,60,Toilet Facility not stated,,Accessibility to toilet,
,Panchakhapan Nagarpalika,SANKHUWASABHA,Panchakhapan,Nagarpalika,1,9,93,10207,524 1 09 3 002,NP0109302,acc_t_f_n_s,8,Toilet Facility not stated,,Accessibility to toilet,
,Chainpur Nagarpalika,SANKHUWASABHA,Chainpur,Nagarpalika,1,9,87,10208,524 1 09 3 003,NP0109303,acc_t_f_n_s,23,Toilet Facility not stated,,Accessibility to toilet,
,Dharmadevi Nagarpalika,SANKHUWASABHA,Dharmadevi,Nagarpalika,1,9,89,10210,524 1 09 3 004,NP0109304,acc_t_f_n_s,2,Toilet Facility not stated,,Accessibility to toilet,
,Madi Nagarpalika,SANKHUWASABHA,Madi,Nagarpalika,1,9,91,10209,524 1 09 3 005,NP0109305,acc_t_f_n_s,5,Toilet Facility not stated,,Accessibility to toilet,
,Makalu Gaunpalika,SANKHUWASABHA,Makalu,Gaunpalika,1,9,92,10202,524 1 09 4 001,NP0109401,acc_t_f_n_s,10,Toilet Facility not stated,,Accessibility to toilet,
,Bhotkhola Gaunpalika,SANKHUWASABHA,Bhotkhola,Gaunpalika,1,9,86,10201,524 1 09 4 002,NP0109402,acc_t_f_n_s,3,Toilet Facility not stated,,Accessibility to toilet,
,Silichong Gaunpalika,SANKHUWASABHA,Silichong,Gaunpalika,1,9,95,10203,524 1 09 4 003,NP0109403,acc_t_f_n_s,12,Toilet Facility not stated,,Accessibility to toilet,
,Chichila Gaunpalika,SANKHUWASABHA,Chichila,Gaunpalika,1,9,88,10204,524 1 09 4 004,NP0109404,acc_t_f_n_s,2,Toilet Facility not stated,,Accessibility to toilet,
,Sabhapokhari Gaunpalika,SANKHUWASABHA,Sabhapokhari,Gaunpalika,1,9,94,10205,524 1 09 4 005,NP0109405,acc_t_f_n_s,14,Toilet Facility not stated,,Accessibility to toilet,
,Shadananda Nagarpalika,BHOJPUR,Shadananda,Nagarpalika,1,10,103,10601,524 1 10 3 001,NP0110301,acc_t_f_n_s,9,Toilet Facility not stated,,Accessibility to toilet,
,Bhojpur Nagarpalika,BHOJPUR,Bhojpur,Nagarpalika,1,10,98,10604,524 1 10 3 002,NP0110302,acc_t_f_n_s,7,Toilet Facility not stated,,Accessibility to toilet,
,Salpasilichho Gaunpalika,BHOJPUR,Salpasilichho,Gaunpalika,1,10,102,10602,524 1 10 4 001,NP0110401,acc_t_f_n_s,6,Toilet Facility not stated,,Accessibility to toilet,
,Tyamkemaiyung Gaunpalika,BHOJPUR,Tyamkemaiyung,Gaunpalika,1,10,104,10603,524 1 10 4 002,NP0110402,acc_t_f_n_s,8,Toilet Facility not stated,,Accessibility to toilet,
,Arun Gaunpalika,BHOJPUR,Arun,Gaunpalika,1,10,97,10605,524 1 10 4 003,NP0110403,acc_t_f_n_s,2,Toilet Facility not stated,,Accessibility to toilet,
,Ramprasad Rai Gaunpalika,BHOJPUR,Ramprasad Rai,Gaunpalika,1,10,101,10607,524 1 10 4 004,NP0110404,acc_t_f_n_s,6,Toilet Facility not stated,,Accessibility to toilet,
,Pauwadungma Gaunpalika,BHOJPUR,Pauwadungma,Gaunpalika,1,10,100,10606,524 1 10 4 005,NP0110405,acc_t_f_n_s,4,Toilet Facility not stated,,Accessibility to toilet,
,Aamchowk Gaunpalika,BHOJPUR,Aamchowk,Gaunpalika,1,10,96,10609,524 1 10 4 006,NP0110406,acc_t_f_n_s,2,Toilet Facility not stated,,Accessibility to toilet,
,Hatuwagadhi Gaunpalika,BHOJPUR,Hatuwagadhi,Gaunpalika,1,10,99,10608,524 1 10 4 007,NP0110407,acc_t_f_n_s,5,Toilet Facility not stated,,Accessibility to toilet,
,Solududhakunda Nagarpalika,SOLUKHUMBU,Solududhakunda,Nagarpalika,1,11,111,10307,524 1 11 3 001,NP0111301,acc_t_f_n_s,17,Toilet Facility not stated,,Accessibility to toilet,
,Khumbupasanglahmu Gaunpalika,SOLUKHUMBU,Khumbupasanglahmu,Gaunpalika,1,11,107,10301,524 1 11 4 001,NP0111401,acc_t_f_n_s,3,Toilet Facility not stated,,Accessibility to toilet,
,Mahakulung Gaunpalika,SOLUKHUMBU,Mahakulung,Gaunpalika,1,11,109,10302,524 1 11 4 002,NP0111402,acc_t_f_n_s,1,Toilet Facility not stated,,Accessibility to toilet,
,Likhupike Gaunpalika,SOLUKHUMBU,Likhupike,Gaunpalika,1,11,108,10308,524 1 11 4 003,NP0111403,acc_t_f_n_s,2,Toilet Facility not stated,,Accessibility to toilet,
,Dudhkoshi Gaunpalika,SOLUKHUMBU,Dudhkoshi,Gaunpalika,1,11,106,10304,524 1 11 4 004,NP0111404,acc_t_f_n_s,4,Toilet Facility not stated,,Accessibility to toilet,
,Nechasalyan Gaunpalika,SOLUKHUMBU,Nechasalyan,Gaunpalika,1,11,110,10306,524 1 11 4 005,NP0111405,acc_t_f_n_s,5,Toilet Facility not stated,,Accessibility to toilet,
,Dudhkaushika Gaunpalika,SOLUKHUMBU,Dudhkaushika,Gaunpalika,1,11,105,10305,524 1 11 4 006,NP0111406,acc_t_f_n_s,11,Toilet Facility not stated,,Accessibility to toilet,
,Sotang Gaunpalika,SOLUKHUMBU,Sotang,Gaunpalika,1,11,112,10303,524 1 11 4 007,NP0111407,acc_t_f_n_s,6,Toilet Facility not stated,,Accessibility to toilet,
,Halesi Tuwachung Nagarpalika,KHOTANG,Halesi Tuwachung,Nagarpalika,1,12,124,10504,524 1 12 3 001,NP0112301,acc_t_f_n_s,26,Toilet Facility not stated,,Accessibility to toilet,
,Rupakot Majhuwagadhi Nagarpalika,KHOTANG,Rupakot Majhuwagadhi,Nagarpalika,1,12,129,10505,524 1 12 3 002,NP0112302,acc_t_f_n_s,60,Toilet Facility not stated,,Accessibility to toilet,
,Ainselukhark Gaunpalika,KHOTANG,Ainselukhark,Gaunpalika,1,12,121,10502,524 1 12 4 001,NP0112401,acc_t_f_n_s,8,Toilet Facility not stated,,Accessibility to toilet,
,Kepilasagadhi Gaunpalika,KHOTANG,Kepilasagadhi,Gaunpalika,1,12,126,10501,524 1 12 4 002,NP0112402,acc_t_f_n_s,15,Toilet Facility not stated,,Accessibility to toilet,
,Lamidanda Gaunpalika,KHOTANG,Lamidanda,Gaunpalika,1,12,128,10503,524 1 12 4 003,NP0112403,acc_t_f_n_s,8,Toilet Facility not stated,,Accessibility to toilet,
,Diprung Gaunpalika,KHOTANG,Diprung,Gaunpalika,1,12,123,10507,524 1 12 4 004,NP0112404,acc_t_f_n_s,21,Toilet Facility not stated,,Accessibility to toilet,
,Sakela Gaunpalika,KHOTANG,Sakela,Gaunpalika,1,12,130,10506,524 1 12 4 005,NP0112405,acc_t_f_n_s,13,Toilet Facility not stated,,Accessibility to toilet,
,Khotehang Gaunpalika,KHOTANG,Khotehang,Gaunpalika,1,12,127,10508,524 1 12 4 006,NP0112406,acc_t_f_n_s,14,Toilet Facility not stated,,Accessibility to toilet,
,Barahapokhari Gaunpalika,KHOTANG,Barahapokhari,Gaunpalika,1,12,122,10510,524 1 12 4 007,NP0112407,acc_t_f_n_s,26,Toilet Facility not stated,,Accessibility to toilet,
,Jantedhunga Gaunpalika,KHOTANG,Jantedhunga,Gaunpalika,1,12,125,10509,524 1 12 4 008,NP0112408,acc_t_f_n_s,21,Toilet Facility not stated,,Accessibility to toilet,
,Siddhicharan Nagarpalika,OKHALDHUNGA,Siddhicharan,Nagarpalika,1,13,119,10402,524 1 13 3 001,NP0113301,acc_t_f_n_s,95,Toilet Facility not stated,,Accessibility to toilet,
,Khijidemba Gaunpalika,OKHALDHUNGA,Khijidemba,Gaunpalika,1,13,115,10404,524 1 13 4 001,NP0113401,acc_t_f_n_s,10,Toilet Facility not stated,,Accessibility to toilet,
,Likhu Gaunpalika,OKHALDHUNGA,Likhu,Gaunpalika,1,13,116,10405,524 1 13 4 002,NP0113402,acc_t_f_n_s,10,Toilet Facility not stated,,Accessibility to toilet,
,Molung Gaunpalika,OKHALDHUNGA,Molung,Gaunpalika,1,13,118,10403,524 1 13 4 003,NP0113403,acc_t_f_n_s,12,Toilet Facility not stated,,Accessibility to toilet,
,Champadevi Gaunpalika,OKHALDHUNGA,Champadevi,Gaunpalika,1,13,113,10406,524 1 13 4 004,NP0113404,acc_t_f_n_s,25,Toilet Facility not stated,,Accessibility to toilet,
,Sunkoshi Gaunpalika,OKHALDHUNGA,Sunkoshi,Gaunpalika,1,13,120,10407,524 1 13 4 005,NP0113405,acc_t_f_n_s,24,Toilet Facility not stated,,Accessibility to toilet,
,Chisankhugadhi Gaunpalika,OKHALDHUNGA,Chisankhugadhi,Gaunpalika,1,13,114,10401,524 1 13 4 006,NP0113406,acc_t_f_n_s,29,Toilet Facility not stated,,Accessibility to toilet,
,Manebhanjyang Gaunpalika,OKHALDHUNGA,Manebhanjyang,Gaunpalika,1,13,117,10408,524 1 13 4 007,NP0113407,acc_t_f_n_s,22,Toilet Facility not stated,,Accessibility to toilet,
,Katari Nagarpalika,UDAYAPUR,Katari,Nagarpalika,1,14,133,11407,524 1 14 3 001,NP0114301,acc_t_f_n_s,60,Toilet Facility not stated,,Accessibility to toilet,
,Triyuga Nagarpalika,UDAYAPUR,Triyuga,Nagarpalika,1,14,137,11403,524 1 14 3 002,NP0114302,acc_t_f_n_s,59,Toilet Facility not stated,,Accessibility to toilet,
,Chaudandigadhi Nagarpalika,UDAYAPUR,Chaudandigadhi,Nagarpalika,1,14,132,11402,524 1 14 3 003,NP0114303,acc_t_f_n_s,10,Toilet Facility not stated,,Accessibility to toilet,
,Belaka Nagarpalika,UDAYAPUR,Belaka,Nagarpalika,1,14,131,11401,524 1 14 3 004,NP0114304,acc_t_f_n_s,20,Toilet Facility not stated,,Accessibility to toilet,
,Tapli Gaunpalika,UDAYAPUR,Tapli,Gaunpalika,1,14,136,11406,524 1 14 4 001,NP0114401,acc_t_f_n_s,19,Toilet Facility not stated,,Accessibility to toilet,
,Sunkoshi Gaunpalika,UDAYAPUR,Sunkoshi,Gaunpalika,1,14,135,10407,524 1 14 4 002,NP0114402,acc_t_f_n_s,5,Toilet Facility not stated,,Accessibility to toilet,
,Udayapurgadhi Gaunpalika,UDAYAPUR,Udayapurgadhi,Gaunpalika,1,14,138,11408,524 1 14 4 003,NP0114403,acc_t_f_n_s,9,Toilet Facility not stated,,Accessibility to toilet,
,Rautamai Gaunpalika,UDAYAPUR,Rautamai,Gaunpalika,1,14,134,11404,524 1 14 4 004,NP0114404,acc_t_f_n_s,26,Toilet Facility not stated,,Accessibility to toilet,
,Koshi Tappu Wildlife Reserve Wildlife Reserve,UDAYAPUR,Koshi Tappu Wildlife Reserve,Wildlife Reserve,1,14,139,99980,524 1 14 5 995,NP0114595,acc_t_f_n_s,0,Toilet Facility not stated,,Accessibility to toilet,
