Districts,Palika,HLCIT_CODE,cbs code,Total_PE,Agriculture_PE,Manufacturing_PE,Construction_PE,Wholesales_PE,Transportations_PE,Accommodations_PE,Financial_PE,Education_PE,Social_Work_PE,Real_Eastate_PE
Sindhupalchok,Bhotekoshi Gaunpalika,524 3 23 4 004,30201,1076,0,31,0,311,0,100,1,213,134,286
Sindhupalchok,Choutara Sangachowkgadhi Municipality,524 3 23 3 002,30207,7501,535,607,382,1600,122,733,593,1004,1100,825
Sindhupalchok,Helambu Gaunpalika,524 3 23 4 001,30204,1720,70,106,48,415,1,271,60,349,98,302
Sindhupalchok,Indrawoti Gaunpalika,524 3 23 4 005,30206,4336,430,346,320,737,21,184,209,458,614,1017
Sindhupalchok,Jugal Gaunpalika,524 3 23 4 003,30202,1640,66,178,206,612,11,66,13,288,135,65
Sindhupalchok,Lisankhu Pakhar Gaunpalika,524 3 23 4 009,30211,1875,267,69,6,584,14,179,116,259,186,195
Sindhupalchok,Melanchi Municipality,524 3 23 3 001,30205,5434,697,380,532,1167,29,508,277,749,572,523
Sindhupalchok,Panchpokhari Thangpal Gaunpalika,524 3 23 4 002,30203,2311,199,201,36,385,36,172,211,278,165,628
Sindhupalchok,Sunkoshi Gaunpalika,524 3 23 4 007,10407,1524,133,134,139,374,15,71,37,369,113,139
Sindhupalchok,Tripurasundari Gaunpalika,524 3 23 4 008,30210,891,38,107,58,304,10,32,22,211,75,34
Siraha,Arnama Gaunpalika,524 2 16 4 003,20209,888,0,387,0,284,0,34,18,118,29,18
Siraha,Aurahi Gaunpalika,524 2 16 4 004,20216,1389,25,742,0,412,0,45,2,102,30,31
Siraha,Bariyarpatti Gaunpalika,524 2 16 4 005,20215,1565,15,560,0,583,3,80,14,177,31,102
Siraha,Bhagawanpur Gaunpalika,524 2 16 4 009,20213,629,4,61,4,232,1,71,33,159,26,38
Siraha,Bishnupur Gaunpalika,524 2 16 4 002,20112,1196,5,185,8,550,2,83,15,242,37,69
Siraha,Dhangadhimai Municipality,524 2 16 3 004,20202,2360,94,277,19,1067,1,172,49,407,149,125
Siraha,Golbazar Municipality,524 2 16 3 003,20203,5732,33,2780,1,1686,8,268,207,516,95,138
Siraha,Kalyanpur Municipality,524 2 16 3 006,20206,1766,1,166,0,1086,2,100,3,300,34,74
Siraha,Karjanha Municipality,524 2 16 3 001,20205,1227,18,163,3,652,0,105,3,170,76,37
Siraha,Lahan Municipality,524 2 16 3 005,20201,6196,45,626,2,3143,49,709,125,974,209,314
Siraha,Laxmipur Patari Gaunpalika,524 2 16 4 006,20211,2570,23,1076,0,526,3,72,463,263,37,107
Siraha,Mirchaiya Municipality,524 2 16 3 002,20204,4972,16,463,94,2479,26,297,461,764,154,218
Siraha,Naraha Gaunpalika,524 2 16 4 001,20207,1334,3,501,6,400,3,78,15,205,37,86
Siraha,Nawarajpur Gaunpalika,524 2 16 4 007,20214,393,0,44,0,148,9,12,0,153,22,5
Siraha,Sakhuwa Nankarkatti Gaunpalika,524 2 16 4 008,20212,458,0,39,0,153,0,30,10,173,44,9
Siraha,Siraha Municipality,524 2 16 3 008,20217,5023,21,673,55,2474,60,384,70,868,144,274
Siraha,Sukhipur Municipality,524 2 16 3 007,20210,2815,25,1156,0,933,0,134,82,335,47,103
Solukhumbu,Dhudha Koushika Gaunpalika,524 1 11 4 006,10305,4334,339,54,47,387,29,149,152,421,235,2521
Solukhumbu,Dhudhakoshi Gaunpalika,524 1 11 4 004,10304,898,21,25,20,204,7,155,8,287,87,84
Solukhumbu,Khumbu Pasanglhamu Gaunpalika,524 1 11 4 001,10301,2216,6,57,5,264,40,1517,88,71,62,106
Solukhumbu,Likhu Pike Gaunpalika,524 1 11 4 003,10308,2760,223,54,46,87,5,103,773,135,634,700
Solukhumbu,Mahakulung Gaunpalika,524 1 11 4 002,10302,1466,42,94,4,374,7,132,48,148,35,582
Solukhumbu,Necha Salyan Gaunpalika,524 1 11 4 005,10306,2981,485,88,5,302,11,123,577,336,356,698
Solukhumbu,Solu Dhudhakunda Municipality,524 1 11 3 001,10307,3333,330,208,10,616,61,762,305,408,192,441
Solukhumbu,Sotang Gaunpalika,524 1 11 4 007,10303,1146,108,38,0,210,11,104,38,196,94,347
Sunsari,Baraha Municipality,524 1 06 3 001,11302,5396,73,717,7,2083,40,694,243,1098,118,323
Sunsari,Barju Gaunpalika,524 1 06 4 006,11312,3195,67,650,22,1086,14,278,108,452,52,466
Sunsari,Bhokraha Gaunpalika,524 1 06 4 002,11304,1540,66,199,0,572,3,115,16,349,57,163
Sunsari,Dewangunj Gaunpalika,524 1 06 4 005,11311,1928,106,354,8,598,10,133,37,398,57,227
Sunsari,Dharan Sub-Metropolitian City,524 1 06 2 001,11301,30169,271,3679,199,10651,378,4488,1484,4621,2239,2159
Sunsari,Duhabi Municipality,524 1 06 3 004,11307,13374,67,8050,81,2874,33,543,275,836,153,462
Sunsari,Gadhi Gaunpalika,524 1 06 4 003,11308,1687,21,222,0,719,13,131,64,384,62,71
Sunsari,Harinagara Gaunpalika,524 1 06 4 004,11310,2345,8,289,2,913,13,138,66,565,94,257
Sunsari,Inaruwa Municipality,524 1 06 3 003,11309,7406,100,1236,165,2669,54,721,273,1258,183,747
Sunsari,Itahari Sub-Metropolitian City,524 1 06 2 002,11306,37440,182,10085,132,12006,472,3478,4434,4525,529,1597
Sunsari,Koshi Gaunpalika,524 1 06 4 001,11303,2128,24,186,4,907,6,360,45,394,63,139
Sunsari,Ramdhuni Municipality,524 1 06 3 002,11305,6100,91,1593,7,2342,27,512,187,963,135,243
Surkhet,Barahatal Gaunpalika,524 6 59 4 002,61007,1323,42,88,0,477,10,161,7,417,85,36
Surkhet,Bheriganga Municipality,524 6 59 3 002,61005,3468,100,290,23,1653,48,368,110,664,82,130
Surkhet,Birendranagar Municipality,524 6 59 3 003,61006,20750,191,2210,213,7124,459,2338,2771,3261,537,1646
Surkhet,Chaukune Gaunpalika,524 6 59 4 001,61009,1328,70,108,1,464,20,149,11,409,55,41
Surkhet,Chingad Gaunpalika,524 6 59 4 003,61002,897,27,75,2,384,18,50,4,268,52,17
Surkhet,Gurbhakot Municipality,524 6 59 3 005,61004,3181,46,337,26,1223,22,386,88,809,126,118
Surkhet,Lekabeshi Municipality,524 6 59 3 004,61003,1581,47,129,13,550,12,153,48,510,52,67
Surkhet,Panchapuri Municipality,524 6 59 3 001,61008,1980,30,212,14,774,18,183,58,569,76,46
Surkhet,Simta Gaunpalika,524 6 59 4 004,61001,1400,4,86,5,576,20,132,9,473,57,38
Syangja,Aandhikhola Gaunpalika,524 4 41 4 001,40903,923,27,65,0,218,5,78,35,428,54,13
Syangja,Arjun Choupari Gaunpalika,524 4 41 4 003,40904,878,8,92,0,342,6,69,21,294,26,20
Syangja,Bhirkot Municipaity,524 4 41 3 002,40905,2014,41,187,11,693,18,198,209,478,79,100
Syangja,Biruwa Gaunpalika,524 4 41 4 004,40906,1300,98,104,16,206,7,61,47,294,296,171
Syangja,Chapakot Municipality,524 4 41 3 005,40908,1819,68,187,12,611,11,189,60,546,77,58
Syangja,Galyang Municipality,524 4 41 3 003,40910,2699,36,304,16,1037,39,389,32,659,89,98
Syangja,Harinas Gaunpalika,524 4 41 4 005,40907,792,8,45,0,320,4,55,17,304,25,14
Syangja,Kaligandaki Gaunpalika,524 4 41 4 006,40911,1506,59,208,9,503,6,180,65,375,71,30
Syangja,Phedikhola Gaunpalika,524 4 41 4 002,40902,772,11,62,0,311,3,68,22,252,31,12
Syangja,Putalibazar Municipality,524 4 41 3 001,40901,4033,25,423,4,1453,87,581,239,976,78,167
Syangja,Walling Municipality,524 4 41 3 004,40909,4210,132,446,7,1627,8,434,205,1099,134,118
Tanahu,Aanbu Khaireni Gaunpalika,524 4 40 4 005,40710,3349,70,563,112,1207,40,532,128,518,81,98
Tanahu,Bandipur Gaunpalika,524 4 40 4 004,40709,3202,172,208,59,1054,36,695,183,521,140,134
Tanahu,Bhanu Municipality,524 4 40 3 003,40701,3112,101,218,16,1368,9,369,97,762,107,65
Tanahu,Bhimad Municipality,524 4 40 3 004,40705,2638,26,183,14,1086,12,328,117,699,64,109
Tanahu,Byas Municipality,524 4 40 3 002,40702,10419,230,1417,177,3518,172,1300,435,2021,672,477
Tanahu,Devghat Gaunpalika,524 4 40 4 006,40708,1127,51,52,0,349,12,121,10,316,203,13
Tanahu,Ghiring Gaunpalika,524 4 40 4 002,40706,760,11,42,0,268,2,56,7,333,22,19
Tanahu,Myagde Gaunpalika,524 4 40 4 001,40703,1832,71,515,49,441,2,212,79,373,32,58
Tanahu,Rhishing Gaunpalika,524 4 40 4 003,40707,1257,79,80,51,407,12,62,2,409,102,53
Tanahu,Shuklagandaki Municipality,524 4 40 3 001,40704,8990,161,924,303,2638,92,713,2190,1257,391,321
Taplejung,Aatharai Tribeni Gaunpalika,524 1 01 4 006,10105,1364,66,54,106,171,17,14,25,308,211,392
Taplejung,Maiwakhola Gaunpalika,524 1 01 4 005,10104,786,14,64,41,132,10,33,15,213,85,179
Taplejung,Meringden Gaunpalika,524 1 01 4 004,10103,1139,46,33,33,223,13,47,55,247,156,286
Taplejung,Mikwakhola Gaunpalika,524 1 01 4 002,10102,612,48,41,123,98,18,9,16,167,53,39
Taplejung,Phaktanlung Gaunpalika,524 1 01 4 001,10101,1210,207,79,45,164,31,91,10,310,106,167
Taplejung,Phungling Municipality,524 1 01 3 001,10106,3966,85,339,144,976,100,647,146,772,215,542
Taplejung,Sidingba Gaunpalika,524 1 01 4 008,10109,560,16,37,11,90,24,3,25,246,73,35
Taplejung,Sirijanga Gaunpalika,524 1 01 4 003,10108,1047,23,52,28,267,27,48,11,391,113,87
Taplejung,Yangwarak Gaunpalika,524 1 01 4 007,10107,889,42,85,10,214,28,23,4,299,102,82
Terhathum,Aatharai Gaunpalika,524 1 08 4 003,10801,1477,116,103,36,282,27,66,61,582,61,143
Terhathum,Chhathar Gaunpalika,524 1 08 4 004,10806,1179,130,110,106,214,24,67,36,381,58,53
Terhathum,Laligurans Municipality,524 1 08 3 001,10805,1784,139,156,37,491,19,155,148,388,113,138
Terhathum,Menchhayayem Gaunpalika,524 1 08 4 001,10803,647,54,52,23,160,10,13,29,204,35,67
Terhathum,Myanglung Municipality,524 1 08 3 002,10804,2982,121,519,84,883,189,294,160,443,138,151
Terhathum,Phedap Gaunpalika,524 1 08 4 002,10802,886,47,70,58,248,8,22,16,356,35,26
Udayapur,Belaka Municipality,524 1 14 3 004,11401,3122,220,333,25,1286,5,140,122,686,42,263
Udayapur,Chaudandigadhi Municipality,524 1 14 3 003,11402,3943,222,389,92,1527,21,325,121,921,98,227
Udayapur,Katari Municipality,524 1 14 3 001,11407,4795,164,536,72,2032,51,495,164,886,179,216
Udayapur,Rautamai Gaunpalika,524 1 14 4 004,11404,1371,26,113,86,404,16,74,22,459,75,96
Udayapur,Sunkoshi Gaunpalika,524 1 14 4 002,10407,609,22,57,3,199,16,1,0,228,46,37
Udayapur,Tapli Gaunpalika,524 1 14 4 001,11406,781,72,45,27,248,13,15,0,269,48,44
Udayapur,Triyuga Municipality,524 1 14 3 002,11403,11690,401,1864,669,3976,177,1011,399,1855,417,921
Udayapur,Udayapurgadhi Gaunpalika,524 1 14 4 003,11408,1582,88,175,7,507,13,69,17,486,97,123
