District ,Name of municipalities,HLCIT_CODE,CBS_Code,Total,Without any facility,At least one facility,Radio,Television,Cable television,computer,internet,Tele phone ,Mobile phone
Gulmi,Isma Gaunpalika,524 5 51 4 004,50405,4716,879,3791,3509,529,52,12,4,30,2389
Gulmi,Kali Gandaki Gaunpalika,524 5 51 4 010,40911,4098,566,3399,2572,1144,415,40,11,35,2640
Gulmi,Madane Gaunpalika,524 5 51 4 001,50407,4857,917,3760,3501,232,3,2,4,30,2226
Gulmi,Malika Gaunpalika,524 5 51 4 002,40404,4550,727,3675,3374,220,3,3,2,16,2391
Gulmi,Musikot Municipality,524 5 51 3 001,50404,7075,706,6154,5373,1874,1083,110,38,137,5030
Gulmi,Resunga Municipality,524 5 51 3 002,50409,8353,572,7675,5877,3554,3166,624,300,674,6713
Gulmi,Ruru Gaunpalika,524 5 51 4 008,50412,4703,482,4170,3365,1816,1449,120,62,82,3746
Gulmi,Satyawoti Gaunpalika,524 5 51 4 009,50402,5526,685,4766,3810,1445,1358,80,28,79,4132
Palpa,Baganaskali Gaunpalika,524 5 46 4 005,50604,5270,399,4792,3657,2818,1107,149,39,76,4281
Palpa,Mathagadhi Gaunpalika,524 5 46 4 004,50609,5066,442,4551,3999,1335,287,57,22,63,3543
Palpa,Nisdi Gaunpalika,524 5 46 4 008,50610,3891,879,2933,2308,195,5,11,8,36,2348
Palpa,Purbakhola Gaunpalika,524 5 46 4 006,50602,4085,620,3413,2320,983,201,35,26,12,3037
Palpa,Rainadevi Chhahara Gaunpalika,524 5 46 4 001,50607,6009,898,4924,4048,1020,162,37,18,38,3772
Palpa,Rambha Gaunpalika,524 5 46 4 007,50603,4626,529,4008,2614,1497,745,76,26,27,3565
Palpa,Rampur Municipality,524 5 46 3 002,50601,8132,747,7185,4813,1745,2432,217,86,106,6502
Palpa,Ribdikot Gaunpalika,524 5 46 4 003,50606,4647,588,3982,3219,1220,427,42,51,19,3429
Palpa,Tansen Municipality,524 5 46 3 001,50605,13646,536,12950,9561,7356,5637,1589,1098,1731,11847
Palpa,Tinau Gaunpalika,524 5 46 4 002,50608,3888,472,3316,2545,730,399,44,18,55,2537
Nawalparasi,Bardaghat Municipality,524 5 76 3 002,50701,13415,593,12637,5681,8655,2710,680,192,732,10879
Nawalparasi,Palhinandan Gaunpalika,524 5 76 4 001,50704,5881,312,5458,564,2421,315,39,16,19,3966
Nawalparasi,Pratapapur Gaunpalika,524 5 76 4 003,50706,7386,439,6842,1335,2795,428,123,47,107,3469
Nawalparasi,Ramgram Municipality,524 5 76 3 003,50703,10282,424,9698,2402,5227,1552,389,148,480,7856
Nawalparasi,Sarawal Gaunpalika,524 5 76 4 002,50705,6633,366,6149,1636,2902,621,127,34,117,4423
Nawalparasi,Sunawal Municipality,524 5 76 3 001,50702,12018,392,11416,5781,7493,3487,803,350,620,10382
Nawalparasi,Susta Gaunpalika,524 5 76 4 004,50707,6230,464,5707,1667,2349,572,85,27,93,3800
Rupandehi,Butwal Sub-Metropolitian City,524 5 48 2 001,50802,34097,1068,32664,17160,16637,22141,6363,2284,6703,29518
Rupandehi,Devdaha Municipality,524 5 48 3 002,50801,11410,407,10851,5578,6412,3585,781,311,881,9346
Rupandehi,Gaidahawa Gaunpalika,524 5 48 4 003,50805,7285,395,6776,1479,1867,50,70,5,45,4113
Rupandehi,Kanchan Gaunpalika,524 5 48 4 001,50804,7084,349,6674,3471,3583,1001,252,61,245,5543
Rupandehi,Kotahimai Gaunpalika,524 5 48 4 008,50814,5593,394,5065,553,1292,17,22,3,7,3237
Rupandehi,Lumbini Sanskritik Municipality,524 5 48 3 004,50813,9946,559,9141,1383,2479,270,76,14,99,6004
Rupandehi,Marchawari Gaunpalika,524 5 48 4 010,50816,5263,401,4752,491,730,29,19,3,13,3653
Rupandehi,Mayadevi Gaunpalika,524 5 48 4 005,50812,6810,330,6385,964,2147,408,112,22,161,4580
Rupandehi,Om Satiya Gaunpalika,524 5 48 4 006,50809,5787,271,5466,1642,2725,1303,304,88,447,4461
Rupandehi,Rohini Gaunpalika,524 5 48 4 007,50810,5657,292,5277,1109,2178,79,53,17,53,3979
Rupandehi,Sainamaina Municipality,524 5 48 3 001,50803,12392,571,11717,6921,6076,4205,902,190,812,10183
Rupandehi,Sammarimai Gaunpalika,524 5 48 4 009,50815,5120,282,4653,326,938,63,29,3,21,3299
Rupandehi,Siddharthanagar Municipality,524 5 48 3 005,50811,12497,363,11980,4333,6280,7768,2158,997,3352,10356
Rupandehi,Siyari Gaunpalika,524 5 48 4 004,50807,6792,304,6402,2281,3338,1115,212,38,293,5221
Rupandehi,Suddhodhan Gaunpalika,524 5 48 4 002,50806,6145,208,5860,2449,2778,1023,266,104,267,4595
Rupandehi,Tilottama Municipality,524 5 48 3 003,50808,21957,510,21232,11527,10927,7911,2659,810,2993,18626
Kapilbastu,Banganga Municipality,524 5 49 3 003,50901,15965,704,15080,7710,6495,3087,641,123,672,12510
Kapilbastu,Bijayanagar Gaunpalika,524 5 49 4 001,50904,5670,890,4672,1737,659,15,24,4,27,1925
Kapilbastu,Buddhabhumi Municipality,524 5 49 3 002,50902,11521,1021,10287,5214,3010,1341,191,44,314,7059
Kapilbastu,Kapilbastu Municipality,524 5 49 3 006,50907,12094,850,10928,4102,3970,1475,392,135,658,7086
Kapilbastu,Krishnanagar Municipality,524 5 49 3 004,50905,8521,2056,6085,868,2007,589,147,55,207,2251
Kapilbastu,Maharajganj Municipality,524 5 49 3 005,50906,7977,1044,6841,1758,1087,84,40,4,38,1981
Kapilbastu,Mayadevi Gaunpalika,524 5 49 4 003,50812,6507,602,5773,1375,1598,55,59,14,46,3776
Kapilbastu,Shivaraj Municipality,524 5 49 3 001,50903,11250,1537,9540,3895,2800,1058,194,54,213,5218
Kapilbastu,Shuddhodhan Gaunpalika,524 5 49 4 004,50806,6346,459,5678,1088,982,17,31,3,34,3371
Kapilbastu,Yasodhara Gaunpalika,524 5 49 4 002,50908,5413,484,4676,881,992,62,28,12,12,1883
Arghakhanchi,Bhumikasthan Municipality,524 5 50 3 001,50503,7727,863,6763,5693,1493,1158,33,12,28,5563
Arghakhanchi,Chhatradev Gaunpalika,524 5 50 4 002,50501,6341,504,5708,4824,2396,934,56,31,56,4961
Arghakhanchi,Malarani Gaunpalika,524 5 50 4 001,50502,6824,735,5957,5334,1242,439,26,22,41,4579
Arghakhanchi,Panini Gaunpalika,524 5 50 4 003,50505,6152,591,5461,4899,1328,224,36,12,62,4428
Arghakhanchi,Sandhikharka Municipality,524 5 50 3 002,50504,10581,670,9633,7820,4571,3236,428,127,548,8141
Arghakhanchi,Shitaganga Municipality,524 5 50 3 003,50506,9201,1218,7727,6662,737,439,35,10,81,5562
Pyuthan,Aairawati Gaunpalika,524 5 55 4 007,50308,4650,950,3583,2959,490,510,19,7,26,2830
Pyuthan,Gaumukhi Gaunpalika,524 5 55 4 002,50301,4785,1413,3225,2940,88,34,8,1,4,1611
Pyuthan,Jhimaruk Gaunpalika,524 5 55 4 003,50303,5868,1098,4532,3858,346,509,31,14,30,3027
Pyuthan,Mallarani Gaunpalika,524 5 55 4 005,50307,4120,581,3478,2815,361,894,123,47,155,2858
Pyuthan,Mandavi Gaunpalika,524 5 55 4 004,50306,3068,471,2512,1962,292,261,14,8,17,2030
Pyuthan,Naubahini Gaunpalika,524 5 55 4 001,50302,5809,1758,3780,3509,124,83,8,1,51,1648
Pyuthan,Pyuthan Municipality,524 5 55 3 002,50304,8964,1533,7110,5912,642,1838,251,82,288,5679
Pyuthan,Sarumarani Gaunpalika,524 5 55 4 006,50309,3484,555,2820,2467,254,180,27,19,43,2110
Pyuthan,Sworgadwari Municipality,524 5 55 3 001,50305,6968,1250,5558,4588,926,726,66,66,31,4384
Rolpa,Duikholi Gaunpalika,524 5 54 4 002,50203,4018,792,3158,2615,222,41,17,2,40,2104
Rolpa,Lungri Gaunpalika,524 5 54 4 008,50210,4402,1668,2661,2120,306,25,9,2,30,1407
Rolpa,Madi Gaunpalika,524 5 54 4 004,10209,3658,667,2946,2715,84,4,5,2,21,1687
Rolpa,Rolpa Municipality,524 5 54 3 001,50207,7133,1390,5682,4085,581,665,197,88,214,4246
Rolpa,Runtigadhi Gaunpalika,524 5 54 4 009,50208,5684,854,4749,4303,224,5,12,1,30,3002
Rolpa,Subarnabati Gaunpalika,524 5 54 4 001,50204,5657,1539,4062,3001,807,375,72,27,101,2807
Rolpa,Sukidaha Gaunpalika,524 5 54 4 005,50201,3455,712,2701,2316,66,11,7,2,24,1592
Rolpa,Sunchhahari Gaunpalika,524 5 54 4 007,50209,3016,975,1956,1845,18,1,3,0,11,686
Rolpa,Thawang Gaunpalika,524 5 54 4 003,50202,2172,448,1642,1443,81,22,9,2,27,990
Rolpa,Tribeni Gaunpalika,524 5 54 4 006,50206,4540,856,3612,3228,98,10,9,2,33,2044
Rukum,Bhoome Gaunpalika,524 5 77 4 003,50103,3835,1256,2430,1888,58,4,8,1,27,1469
Rukum,Putha Uttanganga Gaunpalika,524 5 77 4 002,50101,3861,1862,1916,1703,65,14,4,2,68,702
Rukum,Sisne Gaunpalika,524 5 77 4 001,50102,3506,757,2691,2383,232,97,13,2,89,1324
Dang,Babai Gaunpalika,524 5 56 4 001,51005,5945,1010,4685,3673,819,145,48,140,41,3198
Dang,Bangalachuli Gaunpalika,524 5 56 4 005,51001,4730,966,3665,3017,119,14,12,4,6,2487
Dang,Dangisharan Gaunpalika,524 5 56 4 002,51006,4455,526,3813,2705,724,122,27,4,19,2888
Dang,Gadhawa Gaunpalika,524 5 56 4 006,51009,7267,961,6187,3893,1807,273,81,17,43,4547
Dang,Ghorahi Sub-Metropolitian City,524 5 56 2 002,51002,35419,3147,31670,19055,12023,7374,2181,491,2060,27069
Dang,Lamahi Municipality,524 5 56 3 001,51007,9432,628,8687,5284,2233,1772,445,94,386,6753
Dang,Rajpur Gaunpalika,524 5 56 4 004,20613,4473,917,3501,2248,491,3,24,2,12,2630
Dang,Rapti Gaunpalika,524 5 56 4 007,31301,8055,611,7216,4623,1693,1471,273,39,300,5758
Dang,Shantinagar Gaunpalika,524 5 56 4 003,51004,5328,1006,4212,2784,1133,207,39,4,33,3211
Dang,Tulsipur Sub-Metropolitian City,524 5 56 2 001,51003,31243,2914,27765,17592,10245,5035,1269,347,1751,23781
Banke,Baijanath Gaunpalika,524 5 57 4 002,51103,11066,866,10024,4450,4216,395,144,21,177,6886
Banke,Duduwa Gaunpalika,524 5 57 4 004,51107,6590,779,5747,2228,1063,28,20,1,24,2469
Banke,Janaki Gaunpalika,524 5 57 4 003,70808,6724,797,5682,1893,1781,328,103,29,105,3014
Banke,Khajura Gaunpalika,524 5 57 4 001,51104,10288,1112,9031,4415,4960,916,227,80,375,6879
Banke,Kohalpur Municipality,524 5 57 3 001,51102,15483,1140,14244,7014,8406,3809,1142,358,1185,12089
Banke,Narainapur Gaunpalika,524 5 57 4 006,51108,5908,1702,4016,1377,164,17,16,0,13,1695
Banke,Nepalganj Sub-Metropolitian City,524 5 57 2 001,51106,27892,2310,25119,8932,12741,11796,2900,1046,3715,18188
Banke,Rapti Sonari Gaunpalika,524 5 57 4 005,51101,10742,1321,9247,5342,1748,142,52,8,70,5844
Bardiya,Badhaiyatal Gaunpalika,524 5 58 4 002,51208,10333,970,9252,4849,3948,457,146,39,106,6327
Bardiya,Bansgadhi Municipality,524 5 58 3 006,51201,11210,947,10127,5589,3286,487,204,56,329,7076
Bardiya,Barbardiya Municipality,524 5 58 3 005,51202,13268,951,12182,6378,2741,375,147,25,171,8474
Bardiya,Geruwa Gaunpalika,524 5 58 4 001,51204,6135,736,5370,3476,1551,125,54,3,136,3671
Bardiya,Gulariya Municipality,524 5 58 3 004,51207,13064,1440,11487,4852,3433,1556,417,157,715,7258
Bardiya,Madhuwan Municipality,524 5 58 3 002,51206,9569,556,8907,4928,3122,369,127,33,297,6230
Bardiya,Rajapur Municipality,524 5 58 3 001,51205,10916,1324,9450,4806,3011,502,151,34,159,6794
Bardiya,Thakurbaba Municipality,524 5 58 3 003,51203,8652,643,7861,4571,2119,329,171,59,130,5571
Rukum,Aathabisakot Municipality,524 6 52 3 001,60605,6421,2852,3498,3139,38,5,9,0,19,1138
Rukum,Banphikot Gaunpalika,524 6 52 4 002,60803,3747,873,2760,2482,125,7,5,0,43,1233
Rukum,Chaurjahari Municipality,524 6 52 3 002,60806,5422,1160,4138,3530,139,31,20,2,32,2552
Rukum,Musikot Municipality,524 6 52 3 003,50404,7307,1487,5753,4379,778,854,220,64,209,3856
Rukum,Sanibheri Gaunpalika,524 6 52 4 001,60802,4129,1222,2835,2456,14,3,5,0,3,1518
Rukum,Tribeni Gaunpalika,524 6 52 4 003,50206,3609,769,2739,2343,46,10,10,0,44,1652
Salyan,Bagachour Municipality,524 6 53 3 002,60905,5906,1026,4813,4302,238,104,33,13,83,2784
Salyan,Banagad Kupinde Municipality,524 6 53 3 001,60903,6763,1934,4644,4109,116,5,14,1,82,2493
Salyan,Chhatreshwori Gaunpalika,524 6 53 4 005,60906,4408,616,3687,3202,230,178,13,6,55,2288
Salyan,Darma Gaunpalika,524 6 53 4 002,60901,3460,1302,2088,1872,86,0,2,0,8,873
Salyan,Dhorchaur Gaunpalika,524 6 53 4 003,60904,2404,407,1912,1767,115,15,14,4,22,1132
Salyan,Kalimati Gaunpalika,524 6 53 4 004,60908,4343,810,3339,3075,54,3,9,1,62,1501
Salyan,Kapurkot Gaunpalika,524 6 53 4 007,60910,3657,372,3150,2745,206,95,33,10,9,2089
Salyan,Kumakh Malika Gaunpalika,524 6 53 4 001,60902,4745,1374,3244,2644,139,17,4,0,77,1858
Salyan,Sharada Municipality,524 6 53 3 003,60907,7391,917,6298,5184,870,842,224,105,283,4315
Salyan,Tribeni Gaunpalika,524 6 53 4 006,50206,3447,387,2931,2585,162,173,19,2,25,1601
Surkhet,Barahatal Gaunpalika,524 6 59 4 002,61007,5448,1359,3996,3305,89,7,4,1,41,2566
Surkhet,Bheriganga Municipality,524 6 59 3 002,61005,8825,1720,6900,4329,1640,309,97,16,253,5418
Surkhet,Birendranagar Municipality,524 6 59 3 003,61006,23710,1757,21576,11704,10815,8250,1862,620,3126,18943
Surkhet,Chaukune Gaunpalika,524 6 59 4 001,61009,4608,1697,2864,2476,72,12,4,0,34,1526
Surkhet,Chingad Gaunpalika,524 6 59 4 003,61002,2923,809,2085,1834,20,2,1,73,42,1056
Surkhet,Gurbhakot Municipality,524 6 59 3 005,61004,9572,1936,7372,5092,1432,157,70,21,159,5391
Surkhet,Lekabeshi Municipality,524 6 59 3 004,61003,6346,1188,4955,3222,1575,55,46,18,120,4029
Surkhet,Panchapuri Municipality,524 6 59 3 001,61008,6304,1588,4414,3712,91,11,9,4,33,2465
Surkhet,Simta Gaunpalika,524 6 59 4 004,61001,5094,1478,3374,2775,58,6,8,0,24,1943
Dailekh,Aathbis Municipality,524 6 61 3 001,60801,5263,2242,2841,2151,35,4,3,6,33,1762
Dailekh,Bhagawatimai Gaunpalika,524 6 61 4 007,60609,3359,1115,2165,1751,34,0,1,0,37,1177
Dailekh,Bhairabi Gaunpalika,524 6 61 4 002,60603,3976,1794,2157,1571,8,6,7,2,11,1603
Dailekh,Chamunda Bindrasaini Municipality,524 6 61 3 002,60606,4634,2088,2475,2123,13,0,5,0,13,1188
Dailekh,Dullu Municipality,524 6 61 3 003,60607,8164,3303,4570,3505,118,67,35,9,26,3018
Dailekh,Dungeshwor Gaunpalika,524 6 61 4 006,60610,3044,479,2414,2041,262,86,20,4,109,1729
Dailekh,Gurans Gaunpalika,524 6 61 4 005,60611,4096,1175,2869,2431,60,8,7,0,37,1764
Dailekh,Mahabu Gaunpalika,524 6 61 4 003,60602,3553,1478,1917,1379,14,8,5,0,8,1196
Dailekh,Narayan Municipality,524 6 61 3 004,60608,5791,1366,4281,3209,824,639,173,86,277,3201
Dailekh,Naumule Gaunpalika,524 6 61 4 004,60601,3708,1210,2357,1991,18,24,11,1,24,1112
Dailekh,Thantikandh Gaunpalika,524 6 61 4 001,60604,3327,1792,1459,1189,2,0,3,3,10,728
Jajarkot,Barekot Gaunpalika,524 6 60 4 003,60701,3093,1618,1349,1238,80,1,2,0,9,300
Jajarkot,Bheri Malika Municipality,524 6 60 3 002,60706,6590,2383,4076,3467,173,224,37,18,237,2026
Jajarkot,Chhedagad Municipality,524 6 60 3 001,60704,6144,2947,3105,2570,53,2,5,0,52,1484
Jajarkot,Junichande Gaunpalika,524 6 60 4 001,60703,3774,1899,1781,1557,20,3,2,1,13,690
Jajarkot,Kuse Gaunpalika,524 6 60 4 002,60702,3590,1434,1981,1813,27,6,4,0,43,695
Jajarkot,Shivalaya Gaunpalika,524 6 60 4 004,60705,2556,1209,1302,1104,31,2,4,0,13,547
Jajarkot,Tribeni Nalagad Municipality,524 6 60 3 003,60707,4721,2116,2540,2222,103,37,6,0,19,991
Dolpa,Chharka Tangsong Gaunpalika,524 6 62 4 006,60108,282,207,72,68,1,0,0,0,1,3
Dolpa,Dolpo Buddha Gaunpalika,524 6 62 4 003,60101,468,179,271,249,56,0,0,0,0,39
Dolpa,Jagadulla Gaunpalika,524 6 62 4 002,60103,433,112,313,205,46,4,4,1,1,259
Dolpa,Kaike Gaunpalika,524 6 62 4 005,60107,780,247,531,94,24,0,0,0,0,518
Dolpa,Mudkechula Gaunpalika,524 6 62 4 004,60104,926,322,594,409,19,2,2,0,1,402
Dolpa,Shey Phoksundo Gaunpalika,524 6 62 4 001,60102,730,149,570,522,47,1,1,0,2,169
Dolpa,Thulibheri Municipality,524 6 62 3 002,60106,1903,504,1341,519,184,435,64,37,115,1048
Dolpa,Tripurasundari Municipality,524 6 62 3 001,30210,1944,631,1300,784,156,120,8,1,10,881
Jumla,Chandannath Municipality,524 6 63 3 001,60404,3996,576,3310,2160,1592,970,202,76,244,2638
Jumla,Guthichaur Gaunpalika,524 6 63 4 007,60405,1848,443,1338,1151,112,3,2,1,8,687
Jumla,Hima Gaunpalika,524 6 63 4 004,60408,1713,937,758,488,9,0,0,0,0,516
Jumla,Kanaka Sundari Gaun Palika,524 6 63 4 001,60402,2247,781,1434,690,33,18,9,0,21,1232
Jumla,Patarasi Gaunpalika,524 6 63 4 003,60401,2537,1012,1457,1095,234,73,2,0,36,868
Jumla,Sinja Gaunpalika,524 6 63 4 002,60403,1996,721,1246,588,11,2,3,0,3,1067
Jumla,Tatopani Gaunpalika,524 6 63 4 006,60406,2704,999,1682,1238,69,9,8,1,15,1110
Jumla,Tila Gaunpalika,524 6 63 4 005,60407,2250,1007,1167,777,37,2,2,0,8,774
Kalikot,Kalika Gaunpalika,524 6 64 4 005,30304,2458,1224,1182,992,7,0,5,0,13,608
Kalikot,Khandachakra Municipality,524 6 64 3 002,60506,3612,1310,2242,1709,347,41,48,17,64,1373
Kalikot,Mahawai Gaunpalika,524 6 64 4 006,60508,1447,656,743,633,13,1,2,0,8,305
Kalikot,Naraharinath Gaunpalika,524 6 64 4 001,60505,3585,1009,2464,2192,86,6,3,1,15,1119
Kalikot,Pachal Jharana Gaunpalika,524 6 64 4 003,60502,2002,779,1157,1008,2,2,0,0,18,473
Kalikot,Palata Gaunpalika,524 6 64 4 004,60501,2421,1084,1317,1044,7,3,1,0,1,733
Kalikot,Raskot Municipality,524 6 64 3 001,60503,2685,1091,1545,1286,62,12,8,1,4,891
Kalikot,Sanni Tribeni Gaunpalika,524 6 64 4 002,60504,2105,807,1269,1090,42,12,2,1,4,661
Kalikot,Tilagupha Municipality,524 6 64 3 003,60507,2693,1241,1360,1088,19,0,2,0,14,648
Mugu,Chhayanath Rara Municipality,524 6 65 3 001,60202,3641,1551,2031,1532,245,70,37,14,82,1378
Mugu,Khatyad Gaunpalika,524 6 65 4 001,60204,2821,1243,1495,925,36,1,4,0,5,1005
Mugu,Mugumakarmarog Gaunpalika,524 6 65 4 003,60201,1029,580,433,281,30,26,1,0,4,276
Mugu,Soru Gaunpalika,524 6 65 4 002,60203,2109,1022,1021,520,12,2,5,0,0,742
Humla,Adanchuli Gaunpalika,524 6 66 4 007,60306,1121,624,495,391,1,0,1,0,0,377
Humla,Chankheli Gaunpalika,524 6 66 4 005,60301,963,517,445,319,2,0,1,0,0,326
Humla,Kharpunath Gaunpalika,524 6 66 4 003,60302,1132,513,612,555,14,7,1,0,1,440
Humla,Namkha Gaunpalika,524 6 66 4 001,60304,835,124,710,388,50,16,2,0,2,261
Humla,Sarkegad Gaunpalika,524 6 66 4 004,60305,1794,1026,765,600,5,0,2,0,2,456
Humla,Simkot Gaunpalika,524 6 66 4 002,60303,2566,757,1790,1351,616,515,117,64,138,1421
Humla,Tanjakot Gaunpalika,524 6 66 4 006,60307,1026,437,576,493,2,0,1,0,0,369
Bajura,Badimalika Municipality,524 7 68 3 002,70106,3446,658,2726,2173,219,284,123,46,153,1632
Bajura,Budhiganga Municipality,524 7 68 3 003,11213,4277,2033,2181,1882,40,11,2,0,61,1024
Bajura,Budhinanda Municipality,524 7 68 3 001,70103,3452,1651,1684,1302,108,9,14,0,51,948
Bajura,Chhededaha Gaunpalika,524 7 68 4 003,70107,3174,1536,1470,1268,31,24,7,3,29,569
Bajura,Gaumul Gaunpalika,524 7 68 4 002,70102,1560,306,1224,1180,11,6,0,0,15,280
Bajura,Himali Gaunpalika,524 7 68 4 001,70101,1722,1087,610,392,12,0,1,0,6,396
Bajura,Pandab Gufa Gaunpalika,524 7 68 4 004,70105,1684,1077,546,376,6,2,2,0,7,345
Bajura,Swami Kartik Gaunpalika,524 7 68 4 005,70104,2223,1333,832,649,7,2,2,0,6,450
Bajura,Tribeni Municipality,524 7 68 3 004,50206,3350,1622,1649,1410,16,2,5,3,31,679
Bajhang,Bitthadchir Gaunpalika,524 7 67 4 004,70210,2739,1103,1539,1327,15,1,3,0,18,763
Bajhang,Bungal Municipality,524 7 67 3 001,70202,5480,2139,3170,2909,53,3,3,0,115,995
Bajhang,Chhabis Pathibhara Gaunpalika,524 7 67 4 007,70207,2953,779,2010,1896,70,18,5,0,112,700
Bajhang,Durgathali Gaunpalika,524 7 67 4 006,70208,2447,839,1554,1430,33,2,3,1,59,582
Bajhang,Jayaprithbi Municipality,524 7 67 3 002,70206,4015,708,3142,2709,705,532,101,52,245,1885
Bajhang,Kanda Gaunpalika,524 7 67 4 001,70201,363,54,309,292,17,4,3,0,7,54
Bajhang,Kedarsyun Gaunpalika,524 7 67 4 005,70209,3586,1516,2008,1798,48,5,0,1,80,720
Bajhang,Khaptad Chhanna Gaunpalika,524 7 67 4 010,70212,3105,1290,1779,1558,221,35,15,1,94,823
Bajhang,Masta Gaunpalika,524 7 67 4 008,70205,2456,669,1709,1535,51,10,6,2,33,774
Bajhang,Surma Gaunpalika,524 7 67 4 002,70203,1418,250,1106,1077,85,2,2,2,51,198
Bajhang,Talkot Gaunpalika,524 7 67 4 003,70204,2000,626,1335,1241,63,11,6,1,68,515
Bajhang,Thalara Gaunpalika,524 7 67 4 009,70211,3211,1228,1831,1754,20,3,6,2,64,567
Achham,Bannigadhi Jayagadh Gaunpalika,524 7 69 4 003,70707,3373,1371,1905,1064,151,32,6,3,18,1561
Achham,Chaurpati Gaunpalika,524 7 69 4 001,70705,5113,2550,2452,1814,26,0,0,0,18,1690
Achham,Dhakari Gaunpalika,524 7 69 4 005,70709,3795,1988,1774,1480,15,5,4,1,12,674
Achham,Kamal bazar Municipality,524 7 69 3 003,70708,4482,1889,2518,2036,35,1,6,2,12,1587
Achham,Mangalsen Municipality,524 7 69 3 002,70706,6604,2658,3718,2340,247,368,83,21,133,2675
Achham,Mellekh Gaunpalika,524 7 69 4 002,70703,4360,1801,2393,1839,52,3,7,1,10,1408
Achham,Panchdebal Binayak Municipality,524 7 69 3 004,70701,4966,2263,2631,2069,51,10,1,2,7,1575
Achham,Ramaroshan Gaunpalika,524 7 69 4 004,70702,4357,1966,2300,1983,54,1,7,1,39,877
Achham,Sanphebagar Municipality,524 7 69 3 001,70704,6693,1929,4383,3201,488,197,52,19,90,3183
Achham,Turmakhand Gaunpalika,524 7 69 4 006,70710,4575,1840,2455,2136,14,2,2,2,18,1059
Doti,Aadarsha Gaunpalika,524 7 70 4 001,70603,4747,2514,2034,1397,96,1,26,1,18,1313
Doti,Badi Kedar Gaunpalika,524 7 70 4 006,70608,2719,799,1878,1717,13,0,3,0,69,756
Doti,Bogatan Gaunpalika,524 7 70 4 007,70607,3130,1010,2009,1758,54,5,1,1,30,1014
Doti,Dipayal Silgadhi Municipality,524 7 70 3 002,70605,7447,2505,4815,3022,1583,1198,316,174,671,3913
Doti,Jorayal Gaunpalika,524 7 70 4 004,70609,3808,693,3047,2736,151,59,22,1,129,1554
Doti,K.I. Singh Gaunpalika,524 7 70 4 005,70606,4259,1907,2175,1710,135,3,1,0,52,1352
Doti,Purbichouki Gaunpalika,524 7 70 4 003,70601,4836,2928,1686,1381,48,3,5,2,46,867
Doti,Sayal Gaunpalika,524 7 70 4 002,70602,3772,2218,1508,1250,34,13,3,0,8,786
Doti,Shikhar Municipality,524 7 70 3 001,70604,6665,2787,3828,2758,596,41,17,5,92,2533
Kailali,Bardagoriya Gaunpalika,524 7 71 4 005,70806,5703,860,4740,2149,1708,313,77,17,207,3186
Kailali,Bhajani Municipality,524 7 71 3 004,70811,8717,793,7823,3926,2273,436,126,32,253,5685
Kailali,Chure Gaunpalika,524 7 71 4 001,70802,3362,861,2427,2137,142,39,7,0,41,1231
Kailali,Dhangadhi Sub-Metropolitian City,524 7 71 2 001,70813,29143,1689,27102,13926,14699,8892,3030,1219,4946,21970
Kailali,Gauriganga Municipality,524 7 71 3 002,70804,10072,1353,8548,4130,2618,327,113,24,92,6878
Kailali,Ghodaghodi Municipality,524 7 71 3 003,70805,13174,1200,11733,6707,1966,363,139,28,159,8782
Kailali,Godawari Municipality,524 7 71 3 001,30803,14915,2212,12317,6037,6200,1083,349,82,799,9476
Kailali,Janaki Gaunpalika,524 7 71 4 006,51105,9051,848,8064,4274,3204,427,159,27,114,5484
Kailali,Joshipur Gaunpalika,524 7 71 4 004,70809,6392,537,5799,3248,2117,436,104,28,131,4330
Kailali,Kailari Gaunpalika,524 7 71 4 002,70812,7802,486,7211,3688,1243,104,36,5,65,5144
Kailali,Lamki Chuha Municipality,524 7 71 3 006,70807,14757,1696,12715,6139,4444,978,224,105,397,9845
Kailali,Mohanyal Gaunpalika,524 7 71 4 003,70801,3969,1354,2519,2203,26,0,2,0,20,1004
Kailali,Tikapur Municipality,524 7 71 3 005,70810,15356,1517,13629,7446,5860,2811,604,282,823,10643
Kanchanpur,Bedkot Municipality,524 7 72 3 003,70903,9219,850,8210,4472,4270,693,296,90,725,5988
Kanchanpur,Beldandi Gaunpalika,524 7 72 3 006,70908,3760,313,3310,2382,839,58,26,5,22,2217
Kanchanpur,Belouri Municipality,524 7 72 4 001,70909,8657,318,8191,4219,3342,910,169,47,300,6312
Kanchanpur,Bhimdatta Municipality,524 7 72 3 002,70904,20684,1823,18529,9902,11796,5106,1722,582,3678,14042
Kanchanpur,Krishnapur Municipality,524 7 72 3 005,70901,10016,1291,8562,3742,3817,138,114,19,278,6222
Kanchanpur,Laljhadi Gaunpalika,524 7 72 4 002,70906,3640,351,3205,1424,644,84,25,1,13,2184
Kanchanpur,Mahakali Municipality,524 7 72 3 001,70303,7392,1364,5913,3382,2398,597,53,13,172,3202
Kanchanpur,Punarbas Municipality,524 7 72 3 007,70907,9909,824,8938,4296,3781,691,117,33,200,6602
Kanchanpur,Shuklaphanta Municipality,524 7 72 3 004,70902,8857,922,7793,3817,3456,424,143,42,279,6043
Dadeldhura,Aalital Gaunpalika,524 7 73 4 004,70506,3280,724,2402,2001,237,49,8,3,23,1568
